No,山名,標高,登頂回数,YAMAP link,難易度ランク,エントリーコースお勧め山,GPS,市町村・島,年,シカ,月,備考,分県登山ガイド（2008）,分県登山ガイド（2016）,四国の1000m峰（2015）,四国百山,百名山,愛媛ゆうゆう山歩き
244,二ノ岳,"1,156",1,https://yamap.com/activities/27625682,3,,,久万高原町,2023,〇,10月,,,,〇,,,
245,高森,"1,360",1,https://yamap.com/activities/27625682,3,,,久万高原町,2023,〇,10月,,,,〇,,,
246,四辻ノ森,"1,201",1,https://yamap.com/activities/28123419,5,,,久万高原町,2023,,11月,,,,〇,,,★
247,三光ノ辻山,"1,215",1,https://yamap.com/activities/28123419,5,,,久万高原町,2023,,11月,,,,〇,,,★
248,瀬戸黒森,976,1,https://yamap.com/activities/28270130,4,,,愛南町,2023,,11月,,,,,,,
249,羽子山,730,1,https://yamap.com/activities/28270130,4,,,愛南町,2023,,11月,,,,,,,
250,観音森,779,1,https://yamap.com/activities/28270130,4,,,愛南町,2023,,11月,,,,,,,
251,三森,867,1,https://yamap.com/activities/28270130,4,,,愛南町,2023,,11月,,,,,,,
252,総津権現山,440,1,https://yamap.com/activities/28786782,1,〇,,砥部町,2023,,12月,,〇,〇,,,,★
253,秦皇山,874,1,https://yamap.com/activities/28788628,1,,,伊予市,2023,,12月,,,,,,,★
254,平岡山(平岡城址),414,1,https://yamap.com/activities/28790948,1,,,伊予市,2023,,12月,,,,,,,
255,竜門山,439,1,https://yamap.com/activities/29318444,2,,,西条市,2024,,1月,,,,,,,
256,大黒山,321,1,https://yamap.com/activities/29318444,2,,,西条市,2024,,1月,,,,,,,
257,大空山,352,1,https://yamap.com/activities/29473138,3,,,大三島,2024,,1月,,,,,,,
258,御串山,66,1,https://yamap.com/activities/29474188,1,,,大三島,2024,,1月,,,,,,,
259,宝股山,304,1,https://yamap.com/activities/29488111,1,,,伯方島,2024,,1月,,,,,,,
260,開山,149,1,https://yamap.com/activities/29492158,1,,,伯方島,2024,,1月,,,,,,,
261,鳥屋ヶ森,322,1,https://yamap.com/activities/29712865,2,,,宇和島市,2024,,2月,,,,,,,
262,熊ガ峰,343,1,https://yamap.com/activities/29720992,2,,,宇和島市,2024,〇,2月,,,,,,,
263,権現山,489,1,https://yamap.com/activities/29739163,2,,,宇和島市,2024,,2月,,,,,,,
264,大黒山,"1,106",1,https://yamap.com/activities/29893880,3,,,宇和島市,2024,,2月,,,,〇,,,
265,譲ヶ葉森,"1,016",1,https://yamap.com/activities/29893880,2,,,宇和島市,2024,,2月,,〇,,〇,★,☆,★
266,郭公岳,"1,010",1,https://yamap.com/activities/30009031,3,,,宇和島市,2024,〇,2月,,,,〇,,,★
267,東高月山,"1,181",1,https://yamap.com/activities/30009031,3,,,宇和島市,2024,〇,2月,,,,,,,
268,高月山,"1,229",1,https://yamap.com/activities/30009031,3,,,宇和島市,2024,〇,2月,,〇,〇,〇,★,☆,★
269,櫨ヶ森,"1,064",1,https://yamap.com/activities/30009031,1,,,宇和島市,2024,〇,2月,,,,,,,
270,毛山,"1,089",2,https://yamap.com/activities/30009031,1,,,宇和島市,2024,〇,2月,,,,〇,,,
271,白石山,648,1,https://yamap.com/activities/30140047,2,,,愛南町,2024,,3月,,,,,,,
272,観音岳,782,1,https://yamap.com/activities/30141050,1,,,愛南町,2024,,3月,,,,,,,
273,音無山,850,1,https://yamap.com/activities/30154001,3,,,宇和島市,2024,,3月,,,,,,,
274,天ガ森,331,1,https://yamap.com/activities/30171840,2,,,宇和島市,2024,,3月,,,,,,,
275,夫婦山,387,1,https://yamap.com/activities/30276721,2,,,松山市,2024,,3月,,,,,,,
276,白山,327,1,https://yamap.com/activities/30276721,2,,,松山市,2024,,3月,,,,,,,
277,観音山,360,1,https://yamap.com/activities/30276721,2,,,松山市,2024,,3月,,,,,,,
278,国見山,380,1,https://yamap.com/activities/30276721,2,,,松山市,2024,,3月,,,,,,,
279,城山,244,1,https://yamap.com/activities/30276721,2,,,松山市,2024,,3月,,,,,,,
280,御勧請山,327,1,https://yamap.com/activities/30276721,1,,,松山市,2024,,3月,,,,,,,
281,トギ,391,1,https://yamap.com/activities/30377402,3,,,大洲市,2024,〇,3月,,,,,,,
282,張木山,468,1,https://yamap.com/activities/30377402,3,,,大洲市,2024,,3月,,,,,,,
283,高手山,381,1,https://yamap.com/activities/30377402,3,,,大洲市,2024,,3月,,,,,,,
284,斎藤山,459,1,https://yamap.com/activities/30390268,1,〇,,大洲市,2024,,3月,,,,,,,
285,御祝山,999,1,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,,,,
286,横ノ森,"1,200",2,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,,,,
287,小屋ヶ森,"1,184",2,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,,,,
288,串ヶ森,"1,160",1,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,,,,
289,目黒鳥屋,"1,157",1,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,〇,,,
290,長尾森,"1,180",1,https://yamap.com/activities/30609975,4,,,松野町,2024,〇,3月,,,,,,,
291,二箆山,"1,169",1,https://yamap.com/activities/30816685,2,,,久万高原町,2024,,4月,,,,〇,,,★
292,西雑誌山,"1,341",1,https://yamap.com/activities/30816685,2,,,久万高原町,2024,,4月,,,,,,,
293,気多山,"1,218",1,https://yamap.com/activities/31098993,4,,,久万高原町,2024,,4月,,,,〇,,,★
294,八辻ノ峰,"1,724",1,https://yamap.com/activities/31098993,4,,,久万高原町,2024,,4月,,,,,,,
295,五代ヶ森,"1,711",1,https://yamap.com/activities/31098993,5,,,久万高原町,2024,,4月,,,,〇,,,
296,桂ヶ森,"1,224",1,https://yamap.com/activities/31210522,3,,,久万高原町,2024,,4月,,,,〇,,,★
297,狼ヶ城山,"1,380",1,https://yamap.com/activities/31238258,3,,,久万高原町,2024,,4月,,,,〇,,,
298,日浦嶺,901,1,https://yamap.com/activities/31279084,3,,,久万高原町,2024,,4月,,,,,,,
299,打越山,860,1,https://yamap.com/activities/31279084,3,,,久万高原町,2024,,4月,,,,,,,
300,面河山,"1,521",1,https://yamap.com/activities/31444117,3,,,久万高原町,2024,〇,5月,,,〇,〇,,,
301,丸笹山,"1,535",1,https://yamap.com/activities/31683137,3,,,久万高原町,2024,,5月,,,,〇,,,
302,丸滝山,"1,556",1,https://yamap.com/activities/31711263,3,,,久万高原町,2024,,5月,,,,〇,,,
303,名石山,297,1,https://yamap.com/activities/31778883,1,,,松山市,2024,,5月,,,,,,,
304,青刈山,342,2,https://yamap.com/activities/31912430,2,,,大三島,2024,,5月,,,,,,,
305,椿山,"1,585",1,https://yamap.com/activities/32204862,5,,,久万高原町,2024,〇,6月,,,,〇,,,
306,黒森山,"1,678",1,https://yamap.com/activities/32377948,3,,,西条市,2024,,6月,,〇,,〇,,,★
307,沓掛山,"1,691",1,https://yamap.com/activities/32377948,2,,,西条市,2024,,6月,,〇,,〇,,,★
308,二反山,395,4,https://yamap.com/activities/32492709,2,,,大三島,2024,,6月,,,,,,,
309,平家平,"1,693",2,https://yamap.com/activities/32551903,2,〇,,新居浜市,2024,〇,6月,,〇,〇,〇,★,☆,★
310,薬師山,435,4,https://yamap.com/activities/32563611,2,,,大三島,2024,,6月,,,,,,,
311,子持権現山,"1,673",1,https://yamap.com/activities/32926277,5,,,西条市,2024,,7月,,,,〇,,,
312,男山,"1,838",3,https://yamap.com/activities/47890352,1,〇,,西条市,2024,〇,7月,,,〇,,,,
313,瓶ヶ森,"1,897",3,https://yamap.com/activities/47890352,1,〇,,西条市,2024,〇,7月,,〇,〇,〇,★,☆,★
314,宅並山,200,1,https://yamap.com/activities/32996557,1,,,松山市,2024,,7月,,,,,,,
315,岩屋山,786,1,https://yamap.com/activities/33413387,2,,,久万高原町,2024,,7月,,,,,,,
316,高縄山,993,3,https://yamap.com/activities/33532007,1,〇,,松山市,2024,〇,8月,,〇,〇,,★,☆,★
317,伊予富士,"1,756",1,https://yamap.com/activities/34378242,2,,,西条市,2024,〇,9月,,〇,〇,〇,★,☆,★
318,中津山(明神山),"1,541",1,https://yamap.com/activities/34608189,2,,,久万高原町,2024,,9月,,〇,,〇,★,☆,★
319,猿越山,"1,435",1,https://yamap.com/activities/34608189,3,,,久万高原町,2024,,9月,,,,,,,
320,銅山峰,"1,330",2,https://yamap.com/activities/34865968,2,〇,,新居浜市,2024,,10月,,,,,,,
321,西山,"1,429",2,https://yamap.com/activities/34865968,2,,,新居浜市,2024,〇,10月,,,,〇,,,
322,三の森,"1,154",1,https://yamap.com/activities/34865968,3,,,新居浜市,2024,〇,10月,,,,〇,,,
323,二の森,"1,040",1,https://yamap.com/activities/34865968,3,,,新居浜市,2024,〇,10月,,,,,,,
324,一の森,832,1,https://yamap.com/activities/34865968,3,,,新居浜市,2024,〇,10月,,,,,,,
325,三ッ足山,"1,103",1,https://yamap.com/activities/35193395,4,,,四国中央市,2024,〇,10月,,,,〇,,,
326,カガマシ山,"1,343",1,https://yamap.com/activities/35193395,4,,,四国中央市,2024,〇,10月,,〇,,〇,★,,★
327,橡尾山,"1,222",1,https://yamap.com/activities/35193395,4,,,四国中央市,2024,〇,10月,,〇,,〇,,,★
328,笹ヶ峰,"1,019",1,https://yamap.com/activities/35193395,4,,,四国中央市,2024,〇,10月,,〇,,〇,,☆,★
329,ハネズル山,"1,299",1,https://yamap.com/activities/35294207,3,,,四国中央市,2024,〇,10月,,〇,,〇,,,★
330,天堤山,"1,147",1,https://yamap.com/activities/35299950,3,,,四国中央市,2024,〇,10月,,,,〇,,,
331,五郎丸,595,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
332,高丸,589,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
333,金見山,596,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,〇,〇,,,,★
334,木峰,594,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
335,天狗森,535,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
336,唐谷山,485,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
337,龍王山,450,1,https://yamap.com/activities/36316517,3,,,四国中央市,2024,,12月,,,,,,,
338,大谷山,507,1,https://yamap.com/activities/36316517,2,,,四国中央市,2024,,12月,,〇,〇,,,,★
339,城山,62,1,https://yamap.com/activities/36324491,1,,,四国中央市,2024,,12月,,,,,,,
340,本尊山,187,1,https://yamap.com/activities/36473567,3,,,伊予市,2024,,12月,,,,,,,★
341,秋葉山,631,1,https://yamap.com/activities/36473567,3,,,伊予市,2024,,12月,,,,,,,
342,立烏帽子山,536,1,https://yamap.com/activities/36473567,3,,,伊予市,2024,,12月,,,,,,,
343,明神山,634,1,https://yamap.com/activities/36473567,3,,,伊予市,2024,,12月,,,,,,,★
344,陣が森,538,1,https://yamap.com/activities/36604386,1,,,松山市,2024,,12月,,,,,,,
345,岩が森,413,1,https://yamap.com/activities/36604386,2,,,松山市,2024,,12月,,,,,,,
346,スクモ塚,283,1,https://yamap.com/activities/36604386,2,,,松山市,2024,,12月,,,,,,,
347,高萩山,356,1,https://yamap.com/activities/36604386,2,,,松山市,2024,〇,12月,,,,,,,
348,長者森,293,1,https://yamap.com/activities/36604386,2,,,今治市,2024,〇,12月,,,,,,,
349,八倉山,257,1,https://yamap.com/activities/36701543,1,,,砥部町,2024,,12月,,,,,,,
350,行道山,371,1,https://yamap.com/activities/36701543,1,,,砥部町,2024,,12月,,,,,,,
351,水晶ヶ森,403,1,https://yamap.com/activities/36701543,1,,,砥部町,2024,,12月,,,,,,,
352,笹ヶ平山,261,1,https://yamap.com/activities/36703683,1,,,砥部町,2024,,12月,,,,,,,
353,壺神山,971,1,https://yamap.com/activities/36988248,2,,,大洲市,2025,,1月,,〇,〇,,,☆,★
354,滝山,726,1,https://yamap.com/activities/36988248,3,,,大洲市,2025,,1月,,,,,,,
355,足山,675,1,https://yamap.com/activities/36988248,3,,,大洲市,2025,,1月,,,,,,,
356,皿が森,610,1,https://yamap.com/activities/36988248,3,,,大洲市,2025,,1月,,,,,,,
357,尉之山,383,1,https://yamap.com/activities/37114706,2,,,松山市,2025,,1月,,,,,,,
358,小山岳,435,1,https://yamap.com/activities/37114706,2,,,松山市,2025,,1月,,,,,,,
359,勝山,385,1,https://yamap.com/activities/37120765,2,,,松山市,2025,〇,1月,,,,,,,
360,松葉山（松葉城址）,410,1,https://yamap.com/activities/37416231,1,,,西予市,2025,,1月,,,,,,,
361,烏殿,588,1,https://yamap.com/activities/37416231,2,,,西予市,2025,,1月,,,,,,,
362,御篠山,384,1,https://yamap.com/activities/37416231,1,,,西予市,2025,,1月,,,,,,,
363,天が森,393,1,https://yamap.com/activities/37479803,2,,,八幡浜市,2025,,1月,,,,,,,
364,浄心山,781,1,https://yamap.com/activities/37479803,3,,,八幡浜市,2025,〇,1月,,,,,,,
365,銅が鳴,767,1,https://yamap.com/activities/37479803,3,,,八幡浜市,2025,,1月,,,,,,,
366,弥八山,263,1,https://yamap.com/activities/37542274,1,,,四国中央市,2025,,1月,,,,,,,
367,西の山,244,1,https://yamap.com/activities/37542942,2,,,四国中央市,2025,,1月,,,,,,,
368,北山,241,1,https://yamap.com/activities/37544167,2,,,四国中央市,2025,,1月,,,,,,,
369,垣生山,101,1,https://yamap.com/activities/37545783,1,,,新居浜市,2025,,1月,,,,,,,
370,金子山,146,1,https://yamap.com/activities/37547910,1,,,新居浜市,2025,,1月,,,,,,,
371,八堂山,193,1,https://yamap.com/activities/37550157,1,,,西条市,2025,,1月,,,,,,,
372,亀老山,301,1,https://yamap.com/activities/24963250,1,〇,,大島,2023,,6月,,,,,,,
373,カレイ山,232,1,https://yamap.com/activities/37702991,1,,,大島,2025,,2月,,,,,,,
374,念仏山,381,1,https://yamap.com/activities/37704032,1,,,大島,2025,,2月,,,,,,,★
375,大頭山,264,1,https://yamap.com/activities/37707947,3,,,大島,2025,,2月,,,,,,,
376,高取山,252,1,https://yamap.com/activities/37710332,1,,,大島,2025,,2月,,,,,,,
377,八幡山,212,1,https://yamap.com/activities/37718049,1,,,大島,2025,,2月,,,,,,,
378,要害山,107,1,https://yamap.com/activities/37763384,1,,,松山市,2025,,2月,,,,,,,
379,高穴山,292,1,https://yamap.com/activities/37766140,1,,,松山市,2025,〇,2月,,,,,,,
380,高仙山,248,1,https://yamap.com/activities/37786427,1,,,今治市,2025,,2月,,,,,,,
381,霊仙山,156,1,https://yamap.com/activities/38070494,1,,,今治市,2025,,2月,,,,,,,
382,若いもん山,127,1,https://yamap.com/activities/38067461,1,,,今治市,2025,,2月,,,,,,,
383,無宗天山,313,1,https://yamap.com/activities/38067457,1,,,今治市,2025,,2月,,,,,,,
384,綱付山,519,1,https://yamap.com/activities/38146692,2,,,西条市,2025,〇,2月,,,,,,,
385,幻城上城,479,1,https://yamap.com/activities/38146692,1,,,西条市,2025,,2月,,,,,,,
386,幻城下城,245,1,https://yamap.com/activities/38147328,1,,,西条市,2025,,2月,,,,,,,
387,階上山,898,1,https://yamap.com/activities/38227665,2,,,伊予市,2025,,3月,,,,,,,
388,姫政山,277,1,https://yamap.com/activities/38362578,2,,,大島,2025,,3月,,,,,,,
389,館山,230,1,https://yamap.com/activities/38366596,1,〇,,大島,2025,,3月,,,,,,,
390,高森山,309,1,https://yamap.com/activities/38474523,1,,,内子町,2025,,3月,,,,,,,
391,大登山,364,1,https://yamap.com/activities/38475631,1,,,内子町,2025,,3月,,,,,,,
392,高山,149,1,https://yamap.com/activities/38537444,4,,,中島,2025,,3月,,,,,,,
393,泰ノ山,289,1,https://yamap.com/activities/38537444,4,,,中島,2025,,3月,,,,,,,
394,大里山,296,1,https://yamap.com/activities/38537444,4,,,中島,2025,,3月,,,,,,,★
395,北ヶ森,1010,1,https://yamap.com/activities/38638447,3,,,久万高原町,2025,,3月,,,,〇,,,
396,高土の峰,794,1,https://yamap.com/activities/38638447,3,,,砥部町,2025,,3月,,,,,,,
397,竜王山,460,1,https://yamap.com/activities/38765368,1,,,西予市,2025,,3月,,,,,,,
398,岳山,606,1,https://yamap.com/activities/38766891,2,,,大洲市,2025,,3月,,,,,,,
399,一ヶ森,597,1,https://yamap.com/activities/38767605,1,,,大洲市,2025,,3月,,,,,,,
400,愛の森,466,1,https://yamap.com/activities/38774804,3,,,大洲市,2025,,3月,,,,,,,
401,京の森,545,1,https://yamap.com/activities/38792934,1,,,大洲市,2025,,3月,,,,,,,
402,大迫山,559,1,https://yamap.com/activities/38792934,2,,,大洲市,2025,,3月,,,,,,,
403,船山,910,1,https://yamap.com/activities/38848795,2,,,久万高原町,2025,〇,4月,,,,,,,★
404,コクゾ峰,824,1,https://yamap.com/activities/38860677,1,,,砥部町,2025,〇,4月,,,,,,,★
405,加塚山,1065,1,https://yamap.com/activities/38951022,4,,,宇和島市,2025,〇,4月,,,,〇,,,
406,新谷神南山,654,1,https://yamap.com/activities/39003887,2,,,大洲市,2025,,4月,,〇,〇,,,,
407,五十崎神南山,710,1,https://yamap.com/activities/39003887,2,,,大洲市,2025,,4月,,,,,,,★
408,笠成山,713,1,https://yamap.com/activities/39123687,2,,,砥部町,2025,,4月,,,,,,,
409,小屋山,1344,1,https://yamap.com/activities/39224272,3,,,西予市,2025,〇,4月,,,,,,,
410,丸石山,1327,1,https://yamap.com/activities/39224272,4,,,久万高原町,2025,〇,4月,,,,〇,,,
411,野地峰,1279,1,https://yamap.com/activities/39474891,4,,,四国中央市,2025,〇,4月,,,,〇,,,★
412,黒岩山,1350,1,https://yamap.com/activities/39474891,4,,,四国中央市,2025,〇,4月,,,,〇,,,
413,大野山,1400,1,https://yamap.com/activities/39474891,4,,,四国中央市,2025,〇,4月,,,,,,,
414,水なし山,1406,1,https://yamap.com/activities/40865479,3,,,久万高原町,2025,〇,6月,,,,〇,,,
415,貝渚山,1422,1,https://yamap.com/activities/40865479,3,,,久万高原町,2025,〇,6月,,,,〇,,,
416,谷崎山,1203,1,https://yamap.com/activities/41230473,2,,,西条市,2025,〇,7月,,,,,,,
417,東黒森,1733,1,https://yamap.com/activities/41238305,2,,,西条市,2025,〇,7月,,,〇,〇,,,★
418,伊吹山,1503,1,https://yamap.com/activities/41245493,1,,,西条市,2025,〇,7月,,,,〇,,,
419,小牛城,1142,1,https://yamap.com/activities/42189398,1,,,久万高原町,2025,,8月,,,,〇,,,
420,正木ノ森,1365,1,https://yamap.com/activities/42208891,4,,,久万高原町,2025,〇,8月,,,,〇,,,
421,五段城,1455,1,https://yamap.com/activities/42192264,1,〇,,久万高原町,2025,,8月,五段高原,〇,〇,〇,,☆,
422,天狗ノ森,1485,1,https://yamap.com/activities/42186770,1,,,久万高原町,2025,,8月,,,,〇,★,☆,★
423,鶴ノ子ノ頭,1637,1,https://yamap.com/activities/42724560,4,,,久万高原町,2025,〇,9月,,,,〇,,,
424,千秋寺山,157,1,https://yamap.com/activities/15707049,1,,,松山市,2022,,2月,,,,,,,
425,黒川山,1365,1,https://yamap.com/activities/43020083,2,,,西条市,2025,〇,9月,,,,,,,
426,前社ヶ森,1592,1,https://yamap.com/activities/43020083,2,,,西条市,2025,〇,9月,,,〇,,,,
427,剣山,1627,1,https://yamap.com/activities/43020083,2,,,西条市,2025,〇,9月,,,〇,,,,
428,東光森山,1486,1,https://yamap.com/activities/43183268,3,,,新居浜市,2025,〇,9月,,,,〇,,,★
429,別子山,1374,1,https://yamap.com/activities/43183268,3,,,新居浜市,2025,〇,9月,,,,,,,
430,三ッ森山,1429,1,https://yamap.com/activities/43408268,3,,,新居浜市,2025,〇,10月,,,,〇,,,★
431,大座礼山,1587,1,https://yamap.com/activities/43408268,3,,,新居浜市,2025,〇,10月,,,,〇,,,
432,三つ足山,1452,1,https://yamap.com/activities/43510643,3,,,四国中央市,2025,〇,10月,,,,,,,
433,大森山,1433,1,https://yamap.com/activities/43510643,3,,,四国中央市,2025,〇,10月,,,,〇,,,★
434,佐々連尾山,1404,1,https://yamap.com/activities/43510643,3,,,四国中央市,2025,〇,10月,,〇,〇,〇,,☆,★
435,東ノ冠岳,"1,920",1,https://yamap.com/activities/18250101,4,,,久万高原町,2022,,7月,YAMAPにピーク登録なし；横を通過,,,〇,,,
436,大峰,358,1,https://yamap.com/activities/43811493,1,,,伊方町,2025,,10月,,,,,,,
437,堂堂山,403,1,https://yamap.com/activities/43812344,1,〇,,伊方町,2025,,10月,,,,,,,
438,堂所山,593,1,https://yamap.com/activities/43876718,1,,,西予市,2025,,10月,,,,,,,
439,天満山,1360,1,https://yamap.com/activities/20086190,2,,,新居浜市,2022,〇,10月,2025年に追加,,,,,,
440,霧立山,1096,1,https://yamap.com/activities/44806322,4,,,鬼北町,2025,〇,12月,,,,〇,,,
441,地蔵山,1126,1,https://yamap.com/activities/44806322,4,,,鬼北町,2025,〇,12月,,,,〇,,,
442,天道ヶ頭,510,1,https://yamap.com/activities/44894200,3,,,今治市,2025,〇,12月,,,,,,,
443,根太山,299,1,https://yamap.com/activities/44962132,3,,,大洲市,2025,,12月,,,,,,,
444,紅葉山,376,1,https://yamap.com/activities/44958594,3,,,大洲市,2025,,12月,,,,,,,
445,梁瀬山,372,1,https://yamap.com/activities/44958594,3,,,大洲市,2025,,12月,,,,,,,
446,池ノ城山,589,1,https://yamap.com/activities/45030933,3,,,内子町,2025,〇,12月,,,,,,,
447,峠ヶ森,202,1,https://yamap.com/activities/45357346,2,,,宇和島市,2026,〇,1月,,,,,,,
448,雨森山,302,1,https://yamap.com/activities/45349128,2,,,宇和島市,2026,〇,1月,,,,,,,
449,御在所山,668,1,https://yamap.com/activities/45404158,2,,,大洲市,2026,,1月,,〇,,,★,,★
450,高雄山,388,1,https://yamap.com/activities/45404867,1,,,西予市,2026,〇,1月,,,,,,,
451,陣が森岳,620,1,https://yamap.com/activities/45483289,2,,,伊予市,2026,,1月,,,,,,,
452,黒岩岳,698,1,https://yamap.com/activities/45477282,2,,,伊予市,2026,,1月,,,,,,,
453,大判山,798,1,https://yamap.com/activities/45624874,2,,,西予市,2026,〇,1月,,,〇,,,,★
454,竜王の峰,534,1,https://yamap.com/activities/45626465,1,,,西予市,2026,,1月,,,,,,,
455,船ヶ迫岳,631,1,https://yamap.com/activities/45768033,3,,,内子町,2026,,1月,,,,,,,
456,鎌倉山,681,1,https://yamap.com/activities/45768033,3,,,内子町,2026,,1月,,,,,,,
457,槇ノ山,439,1,https://yamap.com/activities/45848201,2,,,宇和島市,2026,,1月,,,,,,,
458,遠見山,322,1,https://yamap.com/activities/45854802,2,,,宇和島市,2026,,1月,,,,,,,
459,高森山,634,1,https://yamap.com/activities/45870080,1,,,西予市,2026,,1月,,,〇,,,☆,★
460,牛の峰,660,1,https://yamap.com/activities/45986574,2,,,大洲市,2026,,2月,,,,,,,
461,尻高峰,566,1,https://yamap.com/activities/45986574,2,,,大洲市,2026,,2月,,,,,,,
462,鞍掛山,629,1,https://yamap.com/activities/45998082,3,,,八幡浜市,2026,,2月,,,,,,,
463,大畑山,645,1,https://yamap.com/activities/46099070,2,,,八幡浜市,2026,,2月,,,,,,,
464,飯之山,320,1,https://yamap.com/activities/46108940,2,,,八幡浜市,2026,,2月,,,,,,,
465,権現山,364,1,https://yamap.com/activities/46132478,2,,,八幡浜市,2026,,2月,,,,,,,
466,大森山,729,1,https://yamap.com/activities/46298145,1,,,大洲市,2026,,2月,,,,,,,
467,高森山,819,1,https://yamap.com/activities/46325366,2,,,大洲市,2026,〇,2月,,,,,,,
468,町木山,982,1,https://yamap.com/activities/46325366,3,,,大洲市,2026,〇,2月,,,,,,,
469,寒台山,895,1,https://yamap.com/activities/46325366,3,,,内子町,2026,〇,2月,,,,,,,
470,鎧掛山,788,1,https://yamap.com/activities/46325366,3,,,大洲市,2026,〇,2月,,,,,,,
471,花見山,23,1,https://yamap.com/activities/46376333,1,,,松山市,2026,,2月,,,,,,,
472,剣ノ山,1105,1,https://yamap.com/activities/46501638,3,,,四国中央市,2026,〇,3月,高知県,,,〇,,,
473,三傍示山,1157,1,https://yamap.com/activities/46501638,3,,,四国中央市,2026,〇,3月,,,,〇,,,★
474,塩塚峰,1043,1,https://yamap.com/activities/46501638,1,〇,,四国中央市,2026,〇,3月,高知県,〇,〇,〇,★,☆,★
475,登議城山,655,1,https://yamap.com/activities/46529731,3,,,内子町,2026,〇,3月,,,,,,,
476,愛宕山,357,1,https://yamap.com/activities/46530379,1,〇,,内子町,2026,,3月,,,,,,,
477,笠松山東峰,327,1,https://yamap.com/activities/46554928,1,,,今治市,2026,,3月,,,,,,,
478,尻割山,980,1,https://yamap.com/activities/46568450,1,,,宇和島市,2026,〇,3月,,,〇,,,,
479,四本松,721,1,https://yamap.com/activities/46568450,1,,,宇和島市,2026,〇,3月,,,〇,,,,
480,権現山,952,1,https://yamap.com/activities/46572122,2,,,宇和島市,2026,〇,3月,,〇,〇,,,,★
481,呉石山,826,1,https://yamap.com/activities/46595142,1,,,四国中央市,2026,〇,3月,,,,,,,★
482,峰畑山,747,1,https://yamap.com/activities/46597643,2,,,四国中央市,2026,〇,3月,,,,,,,
483,白木山,624,1,https://yamap.com/activities/46605671,2,,,四国中央市,2026,〇,3月,,,,,,,
484,軽ノ山,171,1,https://yamap.com/activities/46667116,1,,,松山市,2026,,3月,,,,,,,
485,野津子山,144,1,https://yamap.com/activities/46667116,1,,,松山市,2026,,3月,,,,,,,
486,長山,939,1,https://yamap.com/activities/46749710,4,,,鬼北町,2026,〇,3月,,,,,,,
487,高研山,1055,1,https://yamap.com/activities/46761778,4,,,鬼北町,2026,〇,3月,,,,〇,,,★
488,大ノ森,1320,1,https://yamap.com/activities/46818948,4,,,久万高原町,2026,〇,3月,,,,〇,,,★
489,雨乞山,1213,1,https://yamap.com/activities/46899064,1,,,内子町,2026,〇,3月,,,,〇,,,
490,妙見森,1325,1,https://yamap.com/activities/46899064,4,,,内子町,2026,〇,3月,,,,〇,,,
491,笹峠山,954,1,https://yamap.com/activities/46907972,1,,,内子町,2026,,3月,,,,,,,
492,雨霧山,1245,1,https://yamap.com/activities/46921882,2,,,内子町,2026,〇,3月,,,,〇,,,
493,三郷の辻,931,1,https://yamap.com/activities/47330396,2,,,久万高原町,2026,〇,4月,,,,,,,
494,権現山,117,1,https://yamap.com/activities/47381696,1,,,松山市,2026,,4月,,,,,,,
495,雨乞山,499,1,https://yamap.com/activities/47548792,2,,,八幡浜市,2026,,4月,,,,,,,
496,鼻欠山,446,1,https://yamap.com/activities/47557807,2,,,大洲市,2026,〇,4月,,,,,,,
497,面木山,988,1,https://yamap.com/activities/47818000,3,,,西条市,2026,〇,4月,,,,,,,★
498,黒森,903,1,https://yamap.com/activities/47818000,3,,,西条市,2026,〇,4月,,,,,,,★
499,台ヶ森,1501,1,https://yamap.com/activities/47890352,2,,,西条市,2026,〇,5月,,,〇,〇,,,
500,丸山,1547,1,https://yamap.com/activities/48114780,2,,,西条市,2026,〇,5月,,,,,,,
501,大森山,1399,1,https://yamap.com/activities/48217851,3,,"33.782402, 133.153201",西条市,2026,〇,5月,,,,〇,,,
,うつむき山,535,,,,,"33.568889, 132.755111",内子町,,,,,,,,,,
,妙見山,535,,,,,"33.559167, 132.600056",大洲市,,,,,,,,,,
,鉢が森,552,,,,,"33.399236, 132.615513",西予市,,,,,,,,,,
,高山寺山,561,,,,,"33.522925, 132.510191",大洲市,,,,,,,,,,
,陣ヶ森,565,,,,,"33.590092, 132.709728",内子町,,,,,,,,,,
,牛ヶ首,584,,,,,"33.922090, 133.355140",新居浜市,,,,,,,,,,
,三石山,616,,,,,"33.568778, 132.856417",内子町,,,,,,,,,,
,感応寺山,688,,,,,"33.561222, 132.579639",大洲市,,,,,,,,,,
